p1,p2,p3
2571,1184,2570
1184,2571,1211
2493,1111,1211
2493,1881,1510
1111,2493,1510
2573,2493,2572
2493,2571,2572
2571,2493,1211
2493,2573,70
1881,2493,70
182,396,1336
1000,516,2479
51,1000,1362
1000,2479,1362
2018,769,1781
516,769,2018
769,51,1781
769,1000,51
1000,769,516
1344,2555,948
2081,1344,948
1344,2081,2553
1605,948,898
880,1605,898
1605,880,948
2363,307,1579
2363,1575,307
1457,2363,1579
1575,2363,1457
1075,898,2556
1075,612,898
2557,1075,2556
612,1075,307
307,1075,1579
1913,1075,2557
1075,1913,1579
1307,495,664
1307,477,495
949,1307,664
1307,949,477
2354,603,1305
585,9,1902
585,603,725
585,1902,1305
603,585,1305
551,1006,106
1006,165,1866
165,1006,1100
1824,1006,1866
1006,1824,106
1016,304,1404
2001,1533,106
2412,1862,551
1862,2412,166
2412,2374,2349
919,513,551
513,1006,551
1100,513,279
1006,513,1100
365,981,1312
365,732,1439
2367,158,1439
460,2149,697
2149,460,2414
240,2001,1812
240,1812,1982
1536,240,1982
2447,440,605
440,2447,310
440,511,605
440,310,1672
511,440,1672
1416,976,2458
2352,1416,2458
976,1416,414
1416,1782,1538
1416,2352,1782
506,1416,1538
1416,506,414
2352,980,1782
980,234,1782
2447,980,2458
980,2352,2458
980,2447,605
234,980,605
2000,1998,2323
1998,1855,2323
1998,555,1171
555,1998,2000
1185,2151,1677
2151,441,2411
441,2151,1185
876,2009,1548
2009,1841,1548
2009,2151,2411
2009,153,1841
489,2139,1916
2139,489,68
489,1916,1259
0,489,1259
68,489,0
191,1560,363
1596,1140,1903
417,1364,1529
1364,399,1529
399,1364,1674
1569,545,1272
2290,1569,1272
2070,992,1700
992,280,1700
992,2070,429
160,992,429
280,992,160
1294,1503,1700
280,1294,1700
1294,2131,1503
1294,280,160
2131,1294,160
2288,1503,1483
379,2288,1483
2016,2288,2042
2288,379,2042
1503,2288,1700
1273,988,2387
1273,2118,988
2118,1273,361
1273,1298,361
510,1273,2387
1298,1273,1892
1273,510,1892
443,1556,2016
1556,2118,1709
2005,2295,1481
2295,2005,2243
1422,2055,362
1671,2055,1422
2055,1671,1325
1302,2347,269
2347,2170,269
917,2347,1302
21,366,2223
2140,21,2223
402,390,739
390,402,768
390,768,530
390,1891,739
390,1704,1891
1593,390,530
390,1593,1704
402,1965,67
1965,956,67
1965,2277,956
2277,1965,739
1965,402,739
1274,2003,829
1274,1331,2003
2368,434,323
2116,2368,323
2368,2116,457
2490,714,457
2116,2490,457
498,2490,926
714,2490,498
2302,696,1891
2302,2116,696
902,1451,435
1451,902,422
1413,2015,2349
942,2015,1413
2015,2412,2349
2412,2015,166
949,6,7
235,6,949
1204,436,1390
436,1204,1281
501,1204,1390
2409,777,1842
804,2409,1842
842,841,2150
841,842,1087
842,2150,1849
185,842,1849
842,916,1087
916,185,435
916,842,185
2086,687,1109
687,841,1109
687,2086,576
687,576,2150
841,687,2150
703,1329,1978
1329,703,1797
1027,236,1312
2165,1027,1312
1337,1027,309
1987,1337,309
1987,2306,772
642,1987,772
1726,1532,2130
1726,471,1532
683,1002,28
1002,2339,28
150,1454,1553
1454,150,1842
2058,525,1477
525,572,1477
525,2058,2250
1068,525,2250
525,1068,572
2454,2304,1682
2304,150,1682
2304,804,150
2015,619,166
619,2015,942
2075,1359,2466
380,979,493
979,380,2403
979,682,2157
2239,682,2403
682,979,2403
815,1285,2473
2620,835,929
835,2621,929
2621,835,2620
2622,1382,1149
1382,2623,1149
2623,2380,1392
1392,2380,1739
2380,2166,1739
2166,2380,2624
2380,2623,2624
578,1345,2089
1345,1458,2089
1066,1345,578
1345,1066,354
1458,1345,354
273,1217,1387
1217,273,1582
1458,273,1387
273,1458,1582
2134,1311,604
604,1311,1930
1311,1471,1930
1311,2134,629
1471,712,2340
712,1471,272
853,606,277
606,683,277
683,606,471
2119,853,2098
853,1178,2098
2255,1178,853
1249,620,642
620,1249,2424
387,596,260
1249,596,387
1224,2106,1647
1224,1691,2106
2460,1224,1647
1691,1224,2296
1224,1248,2296
1248,1224,2460
1208,2382,526
2382,1208,1118
1429,1208,526
1208,1429,1118
1515,2421,1561
2421,1515,2195
2421,2195,2403
960,2421,2403
2421,960,1561
921,1129,143
1256,921,60
2408,921,143
921,2408,60
886,642,772
2119,886,772
886,2119,2098
1178,1128,2098
1128,1178,2255
1128,886,2098
886,1128,1686
1129,2452,348
2452,866,348
1645,2452,2234
866,2452,1645
499,552,1651
552,499,1837
1834,552,1837
552,2257,1651
552,1834,2257
1620,1645,2234
1620,1834,1618
44,1620,1618
1645,1620,44
1496,1260,127
1260,1496,834
2423,1260,834
1948,834,2375
1948,2423,834
1948,2375,1523
1561,1948,1523
1260,1733,127
1733,1260,2423
1281,15,1195
1204,15,1281
501,1427,771
1427,2078,771
2078,1427,2079
2079,1427,203
203,1427,1390
1427,501,1390
1124,1972,1944
1972,453,1944
453,1972,1482
389,1638,1843
389,453,1638
453,389,2208
389,1052,2208
239,389,1843
389,239,1052
1805,576,2426
1625,1805,2426
1805,1625,576
1673,1944,771
2078,1673,771
1673,855,1944
344,2072,2024
391,344,2024
2072,344,1847
344,1999,1847
344,391,1999
416,2153,1659
2097,391,2024
2153,2097,2024
2097,2153,416
2311,416,2608
2311,2097,416
2153,259,1659
259,2153,856
416,1332,2608
1385,1332,416
1332,2607,2608
2607,1332,1385
2312,416,1659
2312,1385,416
2606,1181,1718
2607,1181,2606
1181,2607,1385
2614,2615,2157
2615,493,2157
2615,2616,493
731,1524,2618
2617,731,493
2616,2617,493
2617,1524,731
1524,2617,2618
1999,144,1847
144,2239,1847
144,2613,2157
682,144,2157
144,682,2239
2612,1999,2611
2612,144,1999
144,2612,2613
391,783,1999
1999,783,2611
783,373,2611
1615,2339,212
803,1615,212
2520,1983,2519
1983,875,2519
875,1983,2520
2522,838,2521
2440,1762,2528
1762,2440,788
2529,2440,2528
2440,2529,788
1762,1112,2528
2526,2527,1484
1112,2527,2528
1438,196,219
1438,1762,196
1484,1438,219
2527,1438,1484
1438,1112,1762
1438,2527,1112
1780,814,2343
591,814,1780
814,591,196
1377,2371,1654
2371,167,1654
2371,1377,1455
167,700,1780
716,117,1409
716,1555,117
1555,716,788
716,1762,788
1762,716,196
716,1409,2343
814,716,2343
716,814,196
199,2533,2432
2532,199,2432
199,2532,2533
364,2517,2518
2516,2517,1758
2517,364,1758
1882,2127,1432
2127,1091,1432
1091,2127,2699
2127,2698,2699
2698,2127,1882
350,1290,747
2503,350,2502
350,747,2502
350,2503,1581
1290,350,1581
195,890,616
890,195,23
23,195,2066
1191,195,616
195,1191,2066
2117,1097,264
1194,2117,264
264,1879,2216
1097,1879,264
1879,654,2216
1879,922,1861
1879,1097,922
844,2474,163
2213,738,1183
2474,1874,163
1874,2474,1322
163,1874,1675
1874,738,1675
2057,1194,2037
2057,1183,271
2057,2037,1183
1254,177,1277
1254,1194,264
1194,1254,1277
177,1254,1920
1254,1296,1920
1296,1254,264
371,34,1485
371,908,34
1717,371,1485
180,174,1238
1777,283,1574
283,1151,1574
848,38,1151
283,848,1151
848,283,1925
848,519,1653
38,848,1653
2236,1743,715
1743,1373,715
1373,1743,96
2214,1502,1358
812,2214,1358
1502,2214,2415
654,885,1046
2251,1079,1162
1079,2251,175
155,1079,581
162,2315,964
246,162,964
1676,162,246
2315,162,1777
863,190,798
190,736,798
736,190,717
546,863,1816
1233,546,1816
786,546,2286
546,1233,2286
232,333,2505
2336,766,2508
2336,2508,2509
2267,2336,2509
766,2336,630
2336,993,630
2336,2021,993
2021,2336,2267
1309,2128,1990
1309,699,2128
1309,2038,699
1353,1630,1076
2038,1353,1076
1309,1353,2038
1353,1309,1990
1353,854,1630
1464,1353,1990
1353,1464,854
532,2138,2013
2138,532,2148
532,1446,342
1446,1599,342
1446,1064,1599
1064,1446,924
1446,532,924
2226,1284,1262
1284,2226,2148
2167,293,134
1051,1911,251
1051,278,1911
1864,1051,251
2167,1051,1864
405,624,869
2217,405,869
405,2217,214
153,405,214
938,711,429
43,711,938
711,43,824
711,160,429
711,917,160
917,711,824
2217,2462,1365
1022,2462,2217
2462,1022,51
2462,1362,1365
2462,51,1362
724,1431,2549
1584,1431,724
1431,1584,125
1431,1521,2549
1431,125,2548
1521,1431,2548
1363,1157,341
1711,1157,2413
1157,745,2413
1157,1723,745
1723,1157,1363
2342,2544,1908
2544,837,1908
2543,1711,2542
65,2543,2342
2543,2544,2342
2162,1576,590
1164,2162,590
2162,1164,1828
2419,2107,76
1164,2419,76
2107,2419,590
2419,1164,590
2132,2029,2177
1723,2029,2132
2029,33,2177
33,2029,205
2029,1723,205
1507,312,1394
312,2155,1394
312,1547,1639
1547,312,1238
312,1507,1238
213,2326,1856
91,1507,1394
347,962,1036
85,347,1036
347,85,1475
347,1117,962
347,1475,1577
937,347,1577
347,937,1117
1134,85,1192
85,1134,558
438,1134,1192
1134,438,168
558,1134,1316
1134,168,1316
401,681,254
681,1012,254
1012,681,353
353,681,1386
681,401,1386
1769,599,770
599,1122,770
599,1769,1266
1122,599,1266
1371,1845,752
1829,1371,1370
1371,1829,1845
2476,238,2227
1851,686,31
903,1851,31
686,1851,2406
2372,123,605
123,2372,857
704,903,31
1450,704,31
704,1450,1299
2356,1049,665
588,2316,1299
2316,123,1299
234,2316,2323
2316,234,605
123,2316,605
2316,2000,2323
2316,2356,2000
2356,2316,588
686,1656,31
1656,1450,31
1656,588,1450
2350,2295,933
1883,2350,933
1101,1463,430
1101,2044,410
1463,1101,410
561,1101,2393
1101,561,2044
946,1679,752
1679,1371,752
1371,1679,430
1090,2030,2361
456,1090,437
2251,1090,2361
1090,2251,437
1869,247,2201
2173,840,2059
2059,840,163
840,844,163
688,1263,362
688,1369,1263
2055,688,362
2084,1770,1518
1487,1770,2328
1770,2084,2328
1770,1487,832
135,1770,832
1770,135,752
1518,1770,752
2280,906,1924
1246,2280,1924
1053,1174,1280
1977,1174,744
1174,2100,744
1174,1053,1017
468,811,615
811,468,1340
811,566,1828
1828,566,178
566,1701,178
1356,1246,1748
1701,1356,1748
566,1356,1701
1314,1725,1917
614,1314,1917
1725,1314,1258
1314,614,1258
822,2104,1417
822,1430,2104
822,2059,1675
2059,822,1417
738,822,1675
2213,822,738
1430,822,1474
822,2213,1474
2366,1725,1258
2077,1025,1602
1567,463,1501
425,188,2172
308,138,640
138,1767,258
1632,1767,1121
258,1767,549
1767,1632,549
2101,1804,2175
1804,2101,972
346,1804,2022
346,1210,2065
1804,346,2175
346,905,2175
632,346,2065
1210,727,2168
346,727,1210
727,2022,1969
727,346,2022
1870,1469,2168
156,1870,2168
1469,1997,2275
1997,694,2275
1870,1997,1469
1997,156,523
1997,1870,156
1511,1997,523
1997,1511,694
694,1511,1286
721,415,1888
721,226,415
226,721,650
721,1602,650
2077,721,1888
721,2077,1602
1206,2040,226
2253,1123,2317
2445,1123,204
1123,2445,2317
2063,346,632
346,2063,905
2063,1632,1121
2068,1741,632
1741,2068,1632
1741,2063,632
2063,1741,1632
1055,91,1394
91,1055,589
79,497,2182
497,263,2182
1147,810,609
394,1147,2154
1147,609,2154
413,2093,394
810,2093,184
2093,1147,394
1147,2093,810
2093,1459,184
1459,2093,413
1338,210,1306
481,557,807
1850,1728,1131
1728,879,1131
1096,1728,281
2381,528,2158
2381,1378,528
1378,2381,2470
2381,281,2470
2381,1096,281
1019,565,1850
1728,565,281
565,1728,1850
565,1019,557
1196,2445,204
528,1196,204
1196,528,1958
1196,1818,1715
2445,1196,1715
2420,2445,1715
216,2394,208
2394,216,1176
1378,969,722
969,1378,2346
4,2324,1517
4,1956,2324
1342,4,1517
444,1956,452
1023,1228,1502
1023,1502,1895
1744,1023,1895
1023,792,1228
1023,1744,2324
792,1023,2324
1735,1786,464
141,1735,1270
651,1567,1501
651,1270,1121
651,141,1270
1767,651,1121
651,1767,1567
2052,1472,452
1472,2052,1342
2101,404,758
1270,404,1121
449,685,2298
2298,685,464
685,404,464
404,685,758
975,1871,1964
1871,39,1964
1871,975,2274
340,1871,121
39,1871,340
1401,1871,2274
1871,1401,121
2674,1328,2274
2673,2674,2274
1328,2674,2675
1964,1936,1114
1936,1964,1239
1936,2670,1114
923,1936,1239
1936,923,653
1936,653,2669
2670,1936,2669
48,29,825
2680,29,48
29,2680,2681
2152,2677,2678
520,2677,2152
2677,520,2676
1328,486,2274
1440,486,1328
486,1401,2274
1401,486,670
486,1440,670
1943,1939,864
1939,1943,637
1939,1073,864
1939,1029,1073
1029,1939,637
698,1339,1193
1943,1339,698
1339,220,1193
2400,253,340
2400,2124,253
1937,2400,541
2400,340,541
2124,2400,730
1943,2400,1937
2400,1943,730
1132,1520,1996
1520,1132,797
1665,1520,797
923,1520,1665
1707,415,774
1707,480,415
2040,1707,774
480,1707,1592
1592,1707,2041
1707,2040,2041
2394,2416,208
216,636,2041
1592,636,586
636,1592,2041
87,448,2240
669,87,2240
87,669,748
448,87,826
87,748,1715
87,1818,826
1818,87,1715
2249,2143,2144
823,2143,1506
2143,628,1506
669,1984,748
1984,669,538
748,1984,2105
1984,538,2105
1746,672,2023
2333,1099,959
61,1099,2333
1099,1245,959
1099,1003,1245
1003,1099,61
2292,1466,114
1187,2292,114
1466,2292,762
2292,2660,762
2659,1187,1015
2658,2659,1015
2292,2659,2660
2659,2292,1187
994,1227,2657
1227,994,193
994,1846,193
2658,994,2657
994,2658,1846
1778,2136,2656
2136,1778,288
1026,1525,193
1525,1778,193
1778,1525,229
1525,512,229
139,61,818
139,1525,1026
1525,139,512
139,1026,1466
61,139,1466
286,593,288
1070,1003,1643
1070,1170,151
2662,1643,2661
1170,1994,151
1994,672,151
297,1070,1643
1070,297,1170
2664,297,2663
297,2664,1170
2499,47,2667
47,1115,2667
1745,47,1264
1115,47,2049
47,1745,2049
47,1665,1264
47,2499,1665
71,1708,2460
1708,1248,2460
1248,1708,1301
1708,71,118
265,1708,118
1708,265,1301
925,2456,227
2456,925,30
971,2456,30
1240,2456,149
2456,971,149
1291,912,966
912,1338,966
1338,912,359
2073,1504,1789
817,2073,1789
1504,2073,136
2073,377,136
377,2319,1406
2319,817,1406
2073,2319,377
2319,2073,817
2370,1946,967
1946,331,967
1946,469,331
469,1946,2088
1946,2370,1986
1038,1120,851
1120,1038,2102
618,1947,2048
1947,1789,1146
1947,618,1789
722,2487,1958
2487,1032,1958
969,2487,722
1276,1595,851
2233,122,325
2233,2074,826
2074,2233,1773
1818,2233,826
2050,1403,2002
1403,2050,1098
2365,328,726
2233,2365,1773
328,2365,325
2365,2233,325
1065,1583,325
1583,328,325
328,1583,504
504,1583,274
1583,1065,274
821,1785,726
1785,818,1773
2365,1785,1773
1785,2365,726
1421,821,512
1421,139,818
139,1421,512
1785,1421,818
1421,1785,821
753,383,1013
821,383,288
1844,821,726
1844,726,50
18,1844,50
1844,383,821
383,1844,1013
1013,1844,1695
1938,996,1646
1047,620,2424
1248,1047,2424
952,1047,1248
2348,877,2373
1863,877,8
8,877,1241
877,2348,1241
2373,877,2047
877,1863,2047
1712,1445,756
1445,1712,1145
1145,1712,820
1712,680,820
871,476,1253
2491,265,878
431,2491,878
2491,952,265
2491,1047,952
1047,2491,327
2334,2146,1253
2146,805,1253
805,2146,1802
1802,2146,1833
2146,357,1251
2146,2334,357
211,2146,1251
2146,989,1833
2146,211,989
1329,2273,613
113,431,92
839,113,92
2273,113,839
113,2491,431
265,621,878
621,1761,878
1761,621,2232
2318,1034,796
1034,2071,796
1034,2318,1148
1543,1034,1148
2071,1034,1543
454,1449,937
1449,2300,937
1609,1449,454
2300,1449,1043
1449,1609,1043
1875,925,227
1875,791,2378
1875,227,1306
791,1875,1306
30,931,2133
925,931,30
2429,931,884
931,2071,2133
2071,931,958
515,2378,1954
515,1832,2378
710,515,1954
515,710,64
1905,515,64
1832,515,1905
1636,326,1759
2161,326,1636
1759,326,149
1161,110,1603
1988,1161,1603
110,1161,1905
2389,1988,958
1154,2429,884
1154,1875,2378
1161,124,1905
124,1161,1988
124,1832,1905
2389,124,1988
873,870,1407
870,2376,1407
2376,870,1589
154,1799,873
1799,154,1393
154,873,1801
1393,154,1801
968,2238,1045
1088,18,50
997,1088,50
1088,997,1695
1844,1088,1695
1088,1844,18
338,574,954
574,997,954
574,338,1391
997,574,1391
963,2435,102
2435,963,2359
2435,999,102
2435,2359,999
1662,93,634
93,1662,1456
1662,963,1456
963,1662,2359
93,1551,1504
2238,1551,1456
1551,93,1456
968,1551,2238
1719,1551,968
2646,80,1138
2205,867,1716
2351,82,951
951,2494,1755
1755,2494,695
2494,128,695
82,2494,951
2494,82,128
2051,2122,1084
2122,2051,2281
2634,2122,2281
2122,2634,2225
1150,2122,2225
2122,1150,1084
2329,1360,1582
2329,1582,354
2218,2329,354
1360,2329,760
1217,1684,629
1360,1684,1217
1684,1360,598
1252,1568,1255
1568,1858,1255
1858,1568,816
1568,272,816
1858,1067,2051
1067,2478,2051
1067,1858,816
2025,1814,789
2025,2218,1814
316,2025,789
2025,2478,760
2051,2262,2281
2262,1940,2281
2262,316,1940
2478,627,2051
627,2262,2051
2262,627,316
2025,627,2478
627,2025,316
1731,1473,484
1473,1731,228
2278,1731,484
450,1731,2278
1731,2219,228
2219,1731,450
1473,1326,1752
1326,2460,1647
2460,1326,1288
1912,1473,228
2219,1912,228
1912,2219,533
381,2692,2693
2692,974,2691
974,2692,381
1092,974,290
290,974,1139
974,381,1139
1941,1061,26
1167,1941,26
1941,138,159
138,1941,490
1941,2209,490
1941,1167,2209
1167,1611,2209
1611,1010,2209
1611,1167,26
1611,26,2451
1010,1611,2451
746,977,59
2482,1199,446
1199,1853,446
750,1199,1698
1853,1199,750
2120,2284,98
188,2284,2172
746,936,108
936,2120,1698
1199,936,1698
936,1199,108
1348,2486,2231
1348,2120,2486
2120,1348,1698
1348,750,1698
1287,1348,2231
750,1348,1950
1348,1287,1950
1853,891,446
891,1853,1670
1853,1083,1670
1083,1853,1287
1083,1287,941
2321,1083,941
1616,1492,446
1616,1934,1492
891,1616,446
1616,2062,1934
1616,1335,1426
1622,1335,1397
1335,1622,1426
539,1622,1397
1622,539,1426
1722,655,1624
655,1722,1771
1722,1624,1772
1231,1722,1772
1722,1231,1771
1231,1545,904
1545,1727,904
1545,2683,2684
62,2686,2687
644,62,2687
256,62,644
1333,62,256
62,2305,2686
1727,2305,1333
2305,62,1333
2695,2457,2174
2457,2695,2696
553,427,2693
427,381,2693
381,427,1139
539,2332,1426
2332,1616,1426
1616,2332,2062
743,1432,1961
743,539,1432
1516,743,1961
201,743,1516
170,329,495
329,170,1766
2578,1951,2577
2578,2579,2467
1724,2181,393
1951,2181,2314
2578,2181,1951
2181,2578,2467
2181,2467,2489
393,2181,2489
536,2577,2314
2181,536,2314
536,2181,1724
536,1442,2575
1881,475,1510
944,2584,2337
2244,944,2337
207,1976,2582
207,2244,1976
1604,1648,1732
2210,1489,2488
1489,2210,261
1489,261,1137
845,691,2014
75,2602,2603
2604,75,2603
75,2604,1885
2602,75,2169
75,1885,2169
1283,206,261
2210,1283,261
2401,1173,2488
352,1173,2401
2198,352,2401
2198,1313,2190
1313,2198,2401
1222,1694,179
1424,2589,2590
152,1424,2590
1424,1349,2589
1349,1424,780
1424,152,780
1106,2344,1985
2344,1106,2258
2258,1106,1979
1106,1222,1979
1694,1106,1985
1222,1106,1694
1103,137,2591
137,1103,2344
1906,1103,2591
2344,1103,1906
2176,420,2481
2369,2176,2481
329,2200,495
2200,329,2472
268,1197,206
1197,961,261
1374,961,1197
261,961,1137
961,1374,1509
961,845,1137
845,961,1509
1648,1110,1732
1110,991,1732
1110,845,991
845,1110,1137
1110,1489,1137
1489,1110,1648
2135,473,1945
2135,2569,473
2135,1945,2568
2569,2135,2568
1897,396,182
396,1897,1361
1974,1897,182
1897,1974,1600
1361,1897,1600
311,396,1361
396,311,1336
311,1575,1336
1575,311,647
2203,516,74
2203,718,516
360,2203,74
2554,1344,2553
1344,2554,2555
2285,68,0
2285,170,68
2285,0,1766
170,2285,1766
1606,170,495
477,1606,495
170,1606,68
111,603,2354
1242,2007,279
513,1242,279
2007,1242,1404
1242,1016,1404
349,1992,945
1528,585,725
585,1528,9
1528,982,9
1918,1992,349
1992,1918,400
1998,1928,1855
1928,1998,1171
2412,2289,2374
2289,1533,2076
2374,2289,2349
2289,2076,2349
1533,1784,2076
202,476,732
365,202,732
202,1312,1268
202,365,1312
732,1962,1439
1962,2367,1439
158,2096,2261
2367,2096,158
2096,871,2261
406,1916,2272
406,399,1916
399,406,1529
406,1536,1529
1171,1923,562
555,1923,1171
1923,876,562
876,1923,1049
1049,1923,665
1923,555,665
555,584,665
584,555,2000
584,2356,665
2356,584,2000
2151,643,1677
643,2009,876
2009,643,2151
643,1791,1677
1791,643,2237
1331,625,2046
625,1560,2046
1560,625,363
625,1274,363
1274,625,1331
1479,191,1057
1479,1560,191
2187,1479,1057
1554,1331,2046
1554,1596,1903
1554,1903,2003
1331,1554,2003
510,1597,2290
1597,1569,2290
988,1597,2387
1597,510,2387
545,1597,988
1569,1597,545
537,1709,1700
2288,537,1700
537,2288,2016
537,1556,1709
1556,537,2016
1130,1214,547
1688,858,1040
858,1688,1586
2118,858,1586
1610,1601,1040
858,1610,1040
1556,1610,2118
1610,858,2118
1601,1610,690
2005,321,2243
2368,2020,434
434,2020,829
2020,1274,829
2020,2368,457
2020,457,363
1274,2020,363
1434,2443,2228
2443,1405,2228
1405,2108,1891
2108,2302,1891
2443,2108,1405
2302,1141,2116
2490,1141,926
1141,2490,2116
1141,1105,926
1105,1141,1434
1451,20,435
20,336,435
20,1694,336
1169,6,235
1169,84,1413
84,1169,235
2076,1169,1413
6,1169,2076
436,1699,422
86,1699,436
1226,2409,804
336,2099,435
2099,916,435
1694,2099,336
657,703,1978
703,657,1337
236,657,1978
1027,657,236
657,1027,1337
1959,1027,2165
1959,2165,1499
2427,1959,1499
1909,703,1337
1987,1909,1337
1909,1987,1826
703,1909,1797
2484,915,309
915,1987,309
1987,915,2306
1027,257,309
257,2484,309
1959,257,1027
257,1959,2427
1113,1439,697
2149,1113,697
332,883,981
365,332,981
332,365,1439
1113,332,1439
883,2256,1765
217,2256,883
2256,217,2147
1726,559,471
559,1726,1633
559,683,471
569,239,1843
239,569,833
569,302,833
1638,569,1843
302,569,856
569,1638,1914
856,569,1914
751,239,1932
239,751,1052
1790,751,1932
1293,803,212
803,1293,2072
302,2444,833
2444,1002,833
1002,2444,2339
2339,2444,212
1681,554,1553
1454,1681,1553
1681,1713,554
1681,1454,1713
2067,652,1842
652,1454,1842
652,2446,1454
1135,652,2067
652,1135,935
1007,1899,2454
1899,2304,2454
2304,1899,804
2075,1899,1007
1899,1226,804
619,2283,166
2017,2283,794
2283,1862,166
2211,2283,2017
1862,2283,2211
1775,2075,1007
1775,1359,2075
1775,1007,1005
433,619,942
731,447,493
447,380,493
1876,380,127
1733,1876,127
2026,2473,2222
1896,731,1376
2619,1896,1376
1285,241,929
815,241,1285
241,2620,929
241,2619,2620
241,1896,2619
1896,241,815
1471,2123,598
1311,2123,1471
2123,1311,629
1684,2123,629
2340,1808,1558
712,1808,2340
508,712,272
471,677,2196
606,677,471
677,2085,2196
2085,677,140
677,2119,140
677,606,853
2119,677,853
1909,773,1797
1047,773,620
1987,1158,1826
1158,1987,642
620,1158,642
596,2159,260
2159,1063,260
1661,2255,1207
1661,1128,2255
1063,985,260
985,1898,260
886,1319,642
921,17,1129
17,2452,1129
2452,17,2234
17,2375,2257
2375,17,1523
17,1620,2234
17,1256,1523
17,921,1256
1834,17,2257
1620,17,1834
1948,1292,2423
960,1292,1561
1292,1948,1561
1052,424,2208
424,15,2208
751,424,1052
424,1790,1633
424,751,1790
15,544,2208
2208,544,771
544,501,771
544,1204,501
544,15,1204
855,2448,2469
1673,2448,855
2469,2448,2426
2448,2078,2426
2448,1673,2078
45,2153,2024
2153,45,856
2072,45,2024
1293,45,2072
45,302,856
2609,2311,2608
2609,2610,507
2311,2609,507
1324,2311,507
2311,1324,2097
2097,1324,391
1324,783,391
1205,1124,1718
1205,1972,1124
1205,259,856
1205,856,1482
1972,1205,1482
1181,1952,1718
1952,1205,1718
1205,1952,259
259,1952,1659
1952,1181,1659
2312,445,1385
445,1181,1385
445,2312,1659
1181,445,1659
897,1615,793
1615,897,2339
897,793,28
2339,897,28
142,1615,803
793,142,1710
1615,142,793
142,1515,1710
1515,142,2195
2195,142,2239
142,803,2239
1153,97,838
2522,1153,838
97,1153,1136
1136,1153,2523
1153,2522,2523
1420,1031,2095
2371,1212,167
1212,700,167
1212,1031,700
1031,1212,2095
1212,1455,2095
1212,2371,1455
1780,421,1513
700,421,1780
421,1163,1513
1760,421,2308
2006,421,1760
421,2006,2430
1163,421,2430
2474,172,1322
172,1546,1627
1322,172,1627
172,1594,1546
172,2474,844
1315,221,2059
221,2173,2059
2173,221,134
2037,1878,1183
1878,2213,1183
1878,801,291
1878,291,1474
2213,1878,1474
801,1878,2433
1878,934,2433
1878,2037,934
1372,1874,1322
1874,1372,738
1097,1372,1322
1183,1372,271
738,1372,1183
2117,1372,1097
535,2117,1194
2057,535,1194
535,2057,271
1372,535,271
535,1372,2117
371,2036,908
693,1547,1238
174,693,1238
2214,1166,2415
2415,1166,2492
95,162,1676
95,1629,1967
95,1676,1629
1743,2434,96
2434,1743,2236
2434,2236,519
1056,2268,1703
1056,2214,812
848,455,519
455,848,1925
847,455,1925
885,1077,1046
1077,885,2438
1379,1077,2438
1077,1872,1046
922,1042,1861
1491,1042,922
1879,2399,654
2399,885,654
2399,1879,1861
1042,2399,1861
893,1044,1497
1044,893,1872
1044,1563,1497
1044,1379,1563
1077,1044,1872
1044,1077,1379
1634,1379,2438
831,1079,175
1079,831,581
831,12,581
831,175,1526
2129,1993,1835
1993,2129,1162
1079,1993,1162
155,1993,1079
1860,187,1352
2221,2313,1813
693,2313,1547
2313,693,1813
1547,2313,1639
2338,155,581
2282,2338,581
2338,35,1664
546,1127,863
1127,190,863
881,1127,786
1127,546,786
1127,881,717
190,1127,717
300,1559,1516
1559,201,1516
1559,300,2377
1934,1559,2377
1480,2391,1581
564,766,1657
766,564,2507
1462,564,1657
564,1462,2391
2506,232,2505
232,2506,2507
859,105,563
859,563,1758
244,859,1758
859,244,2013
2138,859,2013
1736,859,2138
701,405,153
2009,701,153
405,701,624
701,43,624
43,701,2265
157,1157,1711
341,157,1908
1157,157,341
2543,157,1711
157,2543,65
1216,1828,2535
1216,2162,1828
1384,91,2410
1384,2410,1269
1384,449,1507
91,1384,1507
1444,1655,2192
1213,1655,1444
187,370,1352
370,1900,1352
1900,370,719
299,1829,238
1829,299,1845
2476,299,238
299,2476,1845
1371,1810,1370
1810,1371,430
1810,1463,1370
1463,1810,430
2084,1830,36
36,1830,2227
1830,2476,2227
2476,775,1845
775,1518,752
1845,775,752
1830,775,2476
775,2084,1518
775,1830,2084
2406,781,1370
781,1851,903
781,1829,1370
1829,781,903
511,292,605
292,2372,605
2007,292,511
292,2007,857
2372,292,857
704,1641,903
1829,1641,238
1641,1829,903
238,1641,2227
1641,1299,2227
1641,704,1299
243,2356,588
1656,243,588
2295,2309,1481
2350,2309,2295
2309,21,1481
21,2309,366
2309,1883,366
2309,2350,1883
2053,456,482
2393,2053,482
1101,2053,2393
2030,1177,946
2418,1101,430
1679,2418,430
2418,2053,1101
503,2422,2125
2422,764,1690
1690,764,2201
503,764,2422
2167,896,293
896,2167,1864
896,1864,1263
1869,1125,247
247,1125,1263
1544,1125,1594
1125,896,1263
1125,1544,293
896,1125,293
2027,2055,1325
1369,1071,247
688,1071,1369
906,1030,1977
1030,1174,1977
1279,1174,1017
1174,1279,2100
895,1279,1017
1279,895,1725
2366,1279,1725
1343,468,615
468,1343,1053
