p1,p2,p3
1559,1148,1606
1148,1284,1606
1148,1559,1025
1504,1849,1873
535,1849,807
1849,1504,807
1751,140,1433
2348,1111,688
2280,1938,2172
2340,2416,190
1275,2025,1527
1715,1275,1527
1275,1304,956
1275,363,1304
1275,1715,363
1275,1377,2025
1377,1275,956
2282,2263,1627
2263,2282,363
1715,2263,363
2263,1485,1627
27,1581,495
922,27,495
27,1970,1581
1970,27,922
686,1181,1855
1181,686,1485
1485,686,2141
686,1970,2141
1941,2271,2677
1903,2678,2677
1903,1922,2678
1922,1903,2411
1662,1530,1485
2263,1662,1485
1283,737,1896
737,1283,587
1283,1896,2404
2302,1283,2404
1132,73,1678
1706,1132,1678
2136,1132,1706
530,2082,2315
2082,463,2315
1006,933,55
950,933,188
933,950,55
933,1006,495
1581,933,495
1323,880,1142
1323,1978,880
1323,1142,1385
131,1323,1385
1323,131,1978
894,2186,1696
894,645,2315
645,894,1696
55,894,2315
2186,894,55
2895,1800,1375
56,368,1375
368,56,1475
56,787,2899
150,1963,1375
1963,606,1375
1963,631,606
1963,150,1225
1036,961,606
2894,961,2893
606,961,1375
961,2895,1375
961,2894,2895
2890,2891,391
2891,1036,391
2889,2890,391
1484,2889,391
2888,2889,1484
1072,1036,631
1589,2161,829
1353,267,732
309,2063,2003
430,1012,1394
2040,1607,328
1607,2040,194
130,365,1449
365,130,194
207,2370,1739
383,2094,36
846,383,36
666,1465,952
985,666,952
666,985,264
666,264,1736
1465,666,1736
1924,1480,315
2679,544,2678
544,1941,2678
544,2679,2168
2182,544,2168
1941,544,478
544,2182,478
1142,312,1385
1181,312,1142
312,131,1385
131,312,1090
2182,998,1695
1695,998,315
998,1181,315
998,312,1181
1389,2474,668
1149,2474,1389
497,2695,2694
497,2382,1536
846,497,392
2695,497,846
2087,1677,1888
1761,2303,1677
683,207,1739
1291,430,728
171,1291,728
1291,171,2873
421,1291,2873
528,895,835
1864,242,1374
2866,242,2865
242,2866,1374
1364,1928,1692
1928,1364,117
1609,804,1692
1671,804,1609
451,804,1671
804,451,638
804,1364,1692
1364,804,638
1928,2470,276
377,276,1394
1012,377,1394
2507,2506,1681
2031,1569,1829
2031,1938,1569
340,1044,1182
630,1044,340
1044,630,680
1376,2466,1674
1068,121,680
2466,121,1068
121,506,680
380,2626,2627
2626,380,2625
1154,1152,2581
1575,1152,1154
1152,2580,2581
1152,2579,2580
433,1154,1612
1228,2446,1048
2038,2446,338
2446,2038,1048
83,918,2127
83,1770,918
770,93,1673
93,1995,1727
379,1929,866
1929,379,294
2320,582,1611
582,1008,1611
1008,582,1249
51,1803,866
1121,2165,109
2165,313,109
174,2165,2205
313,2165,174
105,1214,2205
1520,1214,105
1214,2053,2205
1214,1520,1647
479,960,134
960,479,296
960,258,134
258,960,2335
54,839,2335
960,54,2335
2053,1617,2368
1143,1617,2053
1617,1773,2368
1773,1617,296
1617,960,296
960,1617,1143
1707,258,2130
1032,1707,2130
258,1707,1876
1707,1032,1876
1021,599,809
599,1021,330
52,345,1977
52,802,345
1940,52,1977
802,52,1940
2794,2793,2138
2793,2794,233
2138,2793,2041
2793,233,2041
2795,272,2796
2794,2795,46
1259,2109,1165
2109,1259,471
1251,1055,1685
1251,1685,2386
813,1251,2386
649,1251,400
1055,1251,649
1933,1863,2386
1863,813,2386
1863,1933,570
813,1863,570
404,843,1833
404,32,314
404,1565,760
843,404,760
1082,1811,2283
1082,2794,2138
2448,1082,2138
1811,1082,2448
2259,1082,2283
1082,2795,2794
1082,2259,272
2795,1082,272
1833,861,2448
861,1811,2448
843,861,1833
2290,1135,945
2259,2290,272
1135,2290,297
2290,2259,297
1720,2290,945
272,2290,1720
1357,61,830
2479,61,1357
61,2479,128
61,111,830
111,61,128
2479,222,2194
222,505,2194
505,222,857
857,222,908
222,1357,908
222,2479,1357
864,505,1405
505,864,2354
2354,864,2397
864,486,2397
486,864,1405
1114,1498,2296
1114,120,209
1566,1114,209
1114,1566,1498
1779,682,1423
2788,682,2787
682,2788,1423
2787,682,2786
2254,854,1423
2789,2254,1423
2254,2789,708
1191,2254,708
2050,708,1180
2050,1191,708
2792,40,2138
40,2792,637
2792,2138,2041
637,2792,2041
650,972,2296
972,1114,2296
1114,972,120
972,1406,2354
972,2354,2397
120,972,2397
1176,2381,2011
1097,2381,1176
2381,1097,827
2381,2483,2011
2483,2381,827
1704,2096,326
2096,1596,326
1371,1704,2327
1027,1371,2327
1371,2096,1704
1371,1027,1798
771,1371,1798
1596,1371,771
2096,1371,1596
2297,678,1198
678,1355,1198
678,849,578
849,678,2297
678,578,830
1355,678,830
12,1366,2809
1286,12,2810
12,2809,2810
1967,12,1286
1366,12,1763
2807,1494,2806
1494,288,716
1494,2807,2808
1763,396,288
1684,1047,567
2383,1684,567
1684,2383,1176
1684,2327,2099
1684,1176,2327
2228,1932,926
2798,575,1278
575,2798,1720
575,1614,1278
1614,575,1720
2798,2797,1720
272,2797,2796
2797,272,1720
2797,2798,1147
216,2801,88
2800,88,111
2799,2800,111
2800,216,88
2800,2799,70
2800,70,1956
216,2800,1956
468,1515,2568
1515,2150,2568
1515,468,2465
1496,2294,106
1496,673,1232
673,1496,106
2278,1496,1232
1496,2278,1065
2294,1496,1065
2574,673,2573
673,2574,77
77,2574,2575
211,2324,452
211,2434,2324
2434,211,353
211,452,47
353,211,47
167,968,681
1439,1396,1162
1162,1396,358
1396,681,358
681,1396,1119
959,137,740
818,959,740
247,641,1427
142,1322,2
142,818,480
1618,2,2173
2065,1618,2173
2372,43,21
1641,2284,273
583,1641,273
665,1193,192
349,2028,816
349,246,1664
2028,349,341
349,1664,992
341,349,992
1631,289,816
1587,2527,823
2526,2527,298
2527,2526,823
2527,1587,2528
1014,2527,2528
2527,1014,298
1273,2526,2525
2526,1273,823
1203,66,1013
1203,2065,66
86,1432,1331
1075,22,1756
1075,2491,22
2480,1075,1756
2491,1075,1318
1856,1332,2516
1332,1856,1318
1272,1016,1427
1595,1016,1272
1016,1595,66
1016,247,1427
502,1218,1796
1218,502,325
1218,870,1796
870,1218,325
872,462,816
2028,872,816
502,872,2028
1448,610,1756
656,610,1448
610,2480,1756
101,2321,1742
101,1742,2145
524,101,2145
2321,101,594
101,524,594
331,2463,1141
2463,331,1579
989,2463,133
133,2463,2213
2463,1579,2213
2463,361,1141
2463,989,361
71,2560,2561
2560,71,2356
2559,2560,2356
1709,339,2553
1709,2553,2554
1384,1709,2554
482,1709,1384
1709,482,339
2555,752,2554
752,2555,1324
752,1384,2554
752,1324,1384
682,876,2786
876,682,1779
2784,2347,2783
2347,2784,256
876,2433,256
1226,2433,1452
1874,15,1034
1034,15,417
15,456,417
1830,2078,1058
2078,1830,2190
1070,2078,2190
2078,1874,1034
1058,2078,760
2078,1034,760
2078,684,1874
684,2078,1070
684,1070,2190
1296,684,2190
1151,1747,588
103,1151,588
1151,103,2232
1434,647,624
1747,647,1434
647,2232,624
647,1151,2232
1151,647,1747
457,239,1644
239,1157,1644
239,457,1033
1157,239,1033
1895,255,428
255,265,2133
2191,255,2133
255,2191,428
159,994,1698
159,1815,819
159,1698,1815
994,159,90
126,159,819
90,159,126
628,1230,781
781,1230,1867
1749,1230,1638
1230,628,1638
1230,2027,1867
1655,1230,1749
2027,1230,1655
152,2756,2757
2755,2756,735
2756,2055,735
2756,152,2055
1083,410,2475
410,2442,2475
2442,2543,2353
2543,2544,2353
2545,263,2544
2545,2546,263
1654,199,1046
199,1661,1046
1661,199,1665
715,199,1904
199,715,1665
235,763,1669
224,235,1669
235,224,95
997,235,95
235,997,763
2495,1442,1424
997,1442,2495
1442,1554,1424
1442,442,1554
442,1442,1321
1442,997,1321
2245,1654,1799
2252,2245,1799
2245,199,1654
2245,2252,1904
199,2245,1904
755,2766,2765
2767,2766,2081
2766,755,2081
1548,2260,905
1548,2767,2260
1548,2766,2767
440,1548,905
2766,1548,2765
1548,2487,2765
1548,440,2487
2758,1297,2757
1297,152,2757
2759,1297,2758
1297,2759,2760
2764,2537,2538
1014,2529,1125
2529,2530,1125
2529,1014,2528
886,2529,2528
2530,2529,886
2499,2202,598
2499,1014,1125
1613,2499,598
1014,2499,1613
2276,1594,1973
621,1594,2151
1594,1139,1973
1594,621,1340
1139,1594,1340
1345,2276,1721
1345,2202,1277
2202,1345,1721
1345,1866,2151
1866,1345,1277
1594,1345,2151
1345,1594,2276
1050,1038,250
1038,1050,1629
1050,501,1166
1050,250,501
4,1050,1166
1629,1050,4
2239,563,395
2299,2409,395
2299,2132,2409
563,2299,395
2132,2299,1064
2299,563,491
318,322,125
322,318,408
322,1370,125
1370,322,408
2778,2180,1040
2180,2778,2779
709,356,1966
2357,356,709
356,721,1966
446,1370,721
1056,2779,436
2226,1997,2781
2782,2226,2781
2226,2782,2783
2347,2226,2783
1902,2347,1262
2226,1902,1997
1902,2226,2347
1557,1123,125
1123,1498,125
1123,1226,1452
1123,1452,565
1498,1123,565
248,714,675
2193,248,675
714,248,5
248,2524,5
248,2193,823
1273,248,823
2524,248,2525
248,1273,2525
1810,23,493
302,23,1688
2021,783,493
783,1810,493
783,2021,1979
2333,783,1979
1810,783,2333
1020,486,1405
486,1020,597
1020,505,793
505,1020,1405
1105,1020,793
1020,1105,597
2239,1844,1845
1844,1338,1845
1844,486,597
1338,1844,597
924,1105,793
1596,924,793
924,1596,1102
924,1593,2333
1338,431,1979
1105,431,1338
924,431,1105
431,2333,1979
431,924,2333
1649,185,1845
493,1649,1845
23,1649,493
1649,23,302
1870,2299,491
2299,1870,1064
1468,742,2158
1528,1468,2158
1468,1528,1138
1672,2437,742
2437,143,2158
742,2437,2158
1255,751,1632
366,1255,1632
511,2309,1873
1255,2309,511
2309,1255,366
2309,1504,1873
1504,2309,814
228,644,2000
228,366,644
814,228,2000
2309,228,814
228,2309,366
220,2075,1190
1547,220,1190
1705,2280,2068
1705,1547,2280
2520,1308,931
2519,2520,931
1170,2520,562
25,1344,2089
393,25,2089
354,25,393
2469,916,354
916,25,354
25,916,674
1500,2471,1613
2265,931,572
2265,572,1253
1851,941,1140
1906,1851,1140
2514,1851,906
1851,1906,906
2513,2514,906
2514,2513,208
687,238,988
2160,687,2046
687,2160,1454
238,687,1454
687,1268,2046
1268,687,988
646,2735,2736
1854,2450,2200
1854,646,2450
2217,1854,2200
1031,1642,2227
1642,1499,2227
1499,1642,2035
1642,1560,2035
1560,1642,1031
2336,1499,275
731,2336,275
2336,731,2209
2227,2336,2209
1499,2336,2227
2352,437,2488
1560,437,2352
437,1560,2288
437,2288,68
2488,437,68
1560,1969,2035
1969,1499,2035
514,1631,1146
422,514,1146
514,422,600
289,514,600
514,289,1631
901,1426,2317
1426,2352,2488
1426,1782,2317
1426,2488,1782
2724,1000,2723
1000,669,2723
669,1000,2233
2725,1000,2724
1000,2725,2233
2267,459,932
1179,2267,932
459,2267,2235
2267,1179,2235
8,2428,545
2428,8,1206
2385,2428,1206
2428,177,545
177,2428,21
2428,2385,21
746,564,219
973,746,219
1150,746,973
949,8,545
949,1150,8
2578,510,2577
2578,2579,2345
510,2578,2345
1467,406,1653
1467,540,406
540,1467,1493
1467,1653,2097
1493,1467,2097
1353,1239,2003
1239,1353,732
1834,1115,59
1115,1239,732
267,543,732
543,267,1583
2108,543,1583
1825,543,2108
1937,1009,2378
1009,309,230
2371,42,1519
1519,42,2714
42,1558,2714
42,1224,1558
2717,2718,2371
2718,1342,2371
1342,2718,2719
607,459,2235
607,1,459
2385,607,2235
607,2385,1206
129,607,1206
946,1060,1
2153,1724,1840
1782,1724,329
1724,1782,1840
1032,205,1876
134,205,2467
205,134,1876
1540,707,634
1659,1508,542
542,1508,1094
1508,1659,937
1670,902,1932
2228,1670,1932
1670,2228,1600
902,1670,1738
1738,1670,297
1670,1135,297
1670,1600,1135
1053,971,1311
1053,343,1636
542,1053,1636
971,1053,542
343,1053,2122
1053,1311,2122
206,1346,957
1998,206,957
1400,2338,2125
2338,93,1727
2095,784,1197
784,856,1790
1197,784,1790
784,1998,856
1753,336,2125
2338,1753,2125
336,1753,522
1292,1283,321
1010,1292,321
977,2443,503
2443,977,516
645,1787,530
701,1501,1590
1501,516,1590
1501,2443,516
1501,2454,2443
1501,701,1935
2454,1501,1935
2839,2665,2838
2665,2839,2277
2277,2839,2840
2243,2665,2113
2243,1741,2664
2838,2243,2664
2665,2243,2838
2657,531,526
2657,2658,531
2656,2657,526
2841,2842,1980
2842,2843,1980
2026,2660,2661
1187,2660,2026
1349,215,1959
2834,1786,1187
2298,1786,531
1786,2298,1187
1786,2834,2833
1786,730,531
2176,891,1962
891,2176,692
1526,1567,2827
1567,1526,1762
2071,92,1915
1666,1215,466
1215,1666,1257
821,2851,2852
2350,1645,155
944,2170,1915
2170,944,1267
2170,1658,1915
138,2183,1267
944,138,1267
138,944,1153
277,138,1153
2848,2849,519
2847,519,2264
2847,2848,519
2846,2847,2264
2319,2287,2402
2394,2287,1622
2287,2394,1538
2394,2351,1538
2430,2456,2189
2476,2430,2189
2430,836,1675
2669,1222,277
2667,2362,115
2362,1200,2189
2362,2456,115
2456,2362,2189
221,2862,2208
2862,221,2861
2421,221,2208
2861,221,2421
1095,2638,280
2638,2639,280
2638,1095,2637
2852,2853,1257
1471,1215,2854
2086,1471,2855
1471,2854,2855
965,2642,1410
2640,965,2045
965,1258,2045
2641,965,2640
965,2641,2642
2643,2143,1410
1258,2143,2064
2143,965,1410
965,2143,1258
881,2643,2644
2645,881,2644
881,2645,282
472,704,1182
704,472,672
472,1516,672
877,488,2634
2635,877,2634
1516,877,2635
488,877,2039
877,472,2039
472,877,1516
2020,488,2039
1697,521,2367
1697,2020,2039
1487,860,794
1023,1487,794
1457,1205,1920
1397,1398,2273
2246,1398,1397
1440,1398,2134
1398,2246,2134
2093,1440,1838
2093,1398,1440
1398,2093,2273
2093,1535,2820
360,2010,102
1871,2049,552
1093,1871,552
2117,1967,797
1276,2117,797
2117,1479,538
2117,1276,1479
1276,1875,811
1875,1276,862
1875,2018,811
1875,1852,2018
1852,1875,512
2049,831,2441
831,602,2441
2006,909,1443
449,2006,1443
2006,449,39
512,2414,39
2414,2006,39
2414,2052,2445
2052,2414,512
1875,2052,512
2052,1875,862
1238,812,888
148,1238,888
812,1238,797
19,148,1571
19,2396,1860
2396,19,602
1023,19,1571
602,19,1023
2814,2813,980
2085,2813,2812
2813,1314,2812
2813,2814,1314
2813,1702,980
1702,2813,2085
1702,2146,764
2146,1957,764
2146,2085,1921
2146,1702,2085
1957,2146,1407
2146,1921,2810
1407,2146,2810
184,1229,718
1229,184,515
348,184,718
184,348,1444
515,184,1196
184,629,1196
629,184,1444
2289,1307,2273
2289,910,1307
910,2289,2023
589,2289,1777
2289,589,2023
1769,2815,2814
2815,2816,888
2814,2815,888
2816,2815,1777
2815,1769,1777
1136,1769,980
589,1136,980
1769,1136,1777
1136,589,1777
910,1192,1869
1192,418,1869
1192,910,2023
418,1192,2023
2365,2816,1777
2365,2817,2816
2289,2365,1777
2819,2818,1816
2817,2818,477
2818,859,477
2818,2819,859
469,274,1601
274,469,1958
1593,320,1412
320,771,1798
1412,320,1798
771,320,1102
320,924,1102
924,320,1593
454,774,991
39,454,1461
449,537,39
537,454,39
454,537,774
537,449,587
774,537,587
122,1292,1347
1283,122,587
1292,122,1283
774,371,991
371,774,587
2084,1708,1461
2084,1599,1708
454,2084,1461
1599,2084,991
2084,454,991
2665,2163,2666
2163,441,2666
2163,2665,2277
441,2163,2277
337,2088,2358
337,2358,2331
633,825,1962
825,2655,2656
825,2656,1962
2653,2654,633
2654,825,633
825,2654,2655
953,1691,476
1524,546,1209
546,41,1209
546,1524,2408
41,546,2408
282,2646,2647
2645,2646,282
123,336,1453
336,123,2438
266,123,1453
123,266,270
123,270,1722
464,2332,1956
790,2332,464
1848,2228,926
1760,1883,1897
1848,1883,1760
1883,926,541
1883,1848,926
1570,212,1673
1570,2222,212
1839,2390,2122
1185,1839,627
2390,1839,1185
2429,1823,343
2390,2429,343
2390,324,1897
324,2390,1185
1173,712,285
1908,1173,1820
1173,1908,112
611,1173,112
270,2120,1477
266,2120,270
2120,712,1477
712,2120,1453
2120,266,1453
611,1556,1477
1556,713,1477
1556,611,112
713,1556,112
810,1541,506
1541,810,1315
1541,1315,2008
1189,1541,2008
1541,2274,506
1541,1189,2274
2460,2187,1397
2187,2246,1397
810,2187,2460
1982,2187,810
2246,2187,1982
1522,580,1103
1256,1522,1103
2013,580,2281
1376,2013,2281
2013,1376,1674
580,2013,1103
1103,2013,2064
2013,1258,2064
1258,2013,1674
671,726,1920
726,1457,1920
1457,726,1838
726,2093,1838
806,2090,2144
53,1161,2468
1161,1522,2468
107,1161,1920
1161,53,1920
580,1161,107
1522,1161,580
53,1635,1624
1635,806,1624
806,1635,2090
911,1635,1209
2090,1635,911
1383,2090,911
2090,1383,586
1103,1399,1127
1399,306,1127
1399,1103,2064
306,1399,2064
2152,1256,1209
1635,2152,1209
2152,1635,53
2152,53,2468
1522,2152,2468
2152,1522,1256
1177,1728,794
1728,187,794
1305,2403,347
81,2403,2456
2216,1592,170
1892,2216,170
2216,1193,665
1592,2216,1999
2216,665,1999
74,1892,1899
116,1464,2236
1464,2044,2236
2044,1464,1899
1390,2069,254
1726,1026,1106
1106,1026,525
1026,1726,2379
186,144,525
536,2699,1610
2695,2142,1100
24,2142,1768
2142,24,1126
1100,2142,1740
2142,1126,1740
2100,1505,1100
1505,2100,144
262,1074,413
497,2154,2382
943,676,1550
940,333,2140
333,2348,2140
1700,940,1433
1730,1700,458
460,2162,1025
2162,1148,1025
1148,2162,1284
217,460,1730
217,2162,460
893,981,1284
1542,893,2262
981,893,1542
2162,893,1284
1284,412,1606
981,412,1284
412,1590,1606
412,981,1590
1510,1751,776
1849,1510,1873
1510,143,1873
1510,776,143
2388,1111,2348
2388,974,688
1111,2388,688
2416,1795,190
1795,344,102
2419,1795,102
1795,2419,1085
190,1795,1085
1598,60,344
1795,1598,344
1598,1795,2416
2346,1377,956
1377,2346,2340
1511,2346,956
1110,970,873
1662,1110,873
1110,1662,2263
1110,1715,970
1110,2263,1715
2157,1855,188
2157,686,1855
933,2157,188
2157,933,1581
1970,2157,1581
686,2157,1970
2674,2673,1645
2673,2674,1676
1662,800,1530
800,1662,873
369,800,873
1549,2136,979
321,1549,979
1283,1549,321
2485,1446,2302
1446,1283,2302
73,1446,2485
1132,1446,73
1446,1549,1283
1446,1132,2136
1549,1446,2136
2082,1326,463
2330,1326,2204
463,1326,2330
1326,2082,530
1326,1327,2204
1326,1005,1327
2269,131,1090
131,2269,1978
1800,2896,2897
2896,1800,2895
2083,787,56
2083,56,1375
1800,2083,1375
2313,593,1428
593,2313,1475
2313,368,1475
485,961,1036
2891,485,1036
961,485,2893
335,232,150
335,150,1375
368,335,1375
335,2313,1428
2313,335,368
2161,817,829
1216,252,2457
252,1309,2457
1309,252,227
1774,1309,227
1036,548,391
1072,548,1036
1072,87,1689
87,1963,1225
1963,87,631
87,1072,631
2148,1689,801
382,2148,801
2148,1072,1689
2148,1484,391
548,2148,391
2148,548,1072
1990,601,1517
1317,601,801
1589,509,801
1858,1589,829
1604,1858,1430
1589,2215,2161
87,2215,1689
1689,2215,801
2215,1589,801
962,1353,311
1353,962,267
962,2256,1984
1356,1353,2003
2063,1356,2003
1353,1356,311
377,1392,2407
1392,377,1012
377,921,1717
921,377,2407
1813,1472,1900
1701,1392,615
1392,1701,2407
601,1767,1517
1767,1317,475
1767,601,1317
1291,1754,430
1754,1766,615
1393,1607,194
130,1393,194
549,365,194
549,2007,264
869,373,1264
549,869,365
373,869,2094
985,869,264
869,549,264
2094,869,952
869,985,952
119,791,2447
1858,791,1430
497,2444,392
2370,2307,1729
373,696,1264
696,373,1101
1585,869,1264
869,1585,365
696,1585,1264
383,569,2094
569,373,2094
373,569,1101
1626,2439,1676
2439,1941,478
2271,2439,1626
2439,2271,1941
1530,558,315
558,1924,315
800,558,1530
2681,2474,1149
251,2681,1149
2681,251,2682
251,2066,1888
2066,251,1149
2066,2087,1888
2087,2066,1233
2066,1149,1389
2272,527,1523
1765,1572,2047
527,1572,1765
1620,2382,2691
2382,1923,1536
1923,1765,2047
1536,1923,2047
1620,1923,2382
577,2087,310
2087,577,1677
1677,577,2249
357,1733,694
357,1928,10
1761,756,2303
756,1761,132
756,357,694
357,756,132
683,2304,207
1184,683,1739
2370,1184,1739
1184,2370,1729
2685,2686,2253
895,2389,835
2389,895,2870
2389,2870,2871
2872,2389,2871
835,2389,728
2389,2872,728
104,895,1864
104,2867,2868
104,1864,1374
57,2864,2865
242,57,2865
2864,57,2863
1928,2107,1692
2107,357,132
357,2107,1928
1928,2079,10
2079,1928,276
377,2079,276
2392,1928,117
2392,2470,1928
2392,2112,2470
499,1733,1586
1733,499,694
499,660,694
660,76,694
499,76,660
1320,2376,1071
1387,1122,1829
1122,1387,2376
84,1122,2376
2019,2507,1999
2019,2508,2507
665,2019,1999
2506,1054,1681
162,1473,1285
1473,2511,1285
739,2031,1474
2031,739,1938
739,1474,2172
1938,739,2172
2274,2398,680
2398,1044,680
2341,1376,2281
1953,2341,2281
108,2341,1953
403,121,2466
403,2341,108
403,108,506
121,403,506
1376,403,2466
2341,403,1376
521,608,2367
608,521,1057
78,2129,574
954,78,574
1495,78,954
380,78,1495
1952,78,1911
78,1952,2129
149,1952,1911
1780,1379,2016
352,1780,2016
1780,323,1379
2630,1237,2629
1237,149,2629
1237,2630,2631
2054,380,2627
2054,149,1911
78,2054,1911
2054,78,380
2054,2627,2628
2629,2054,2628
149,2054,2629
2624,927,2623
969,352,1378
779,1152,1575
779,1564,2261
779,1575,1564
2579,779,2261
1152,779,2579
2111,1575,1154
433,2111,1154
1438,1612,1248
1819,134,2467
1819,479,134
11,1120,338
1120,11,1195
1491,634,1750
169,2222,182
169,182,1770
83,169,1770
2222,169,14
93,425,1673
425,1570,1673
1570,425,1400
425,2338,1400
2338,425,93
2481,229,1521
1995,229,2481
229,2355,1521
2355,229,1188
590,1995,93
1008,554,1441
554,1008,1534
554,1889,14
1441,554,2127
554,83,2127
169,554,14
554,169,83
1803,691,866
691,379,866
1249,691,1534
1660,2320,345
1660,582,2320
1660,345,294
379,1660,294
582,1660,1249
1660,691,1249
691,1660,379
939,1734,866
1734,51,866
1734,939,1188
1076,1121,105
1076,2165,1121
1076,105,2205
2165,1076,2205
2221,1143,2053
1214,2221,2053
54,2014,839
2014,1241,839
2014,1313,1417
2014,1417,2127
1241,2014,2127
1313,947,1647
2014,947,1313
947,2014,54
947,1214,1647
947,2221,1214
2221,947,1143
634,1711,1750
1711,2109,471
1711,471,338
1120,1711,338
1251,1682,400
1682,1251,813
1682,725,400
1682,813,725
65,1833,2167
65,404,1833
32,65,2167
404,65,32
1084,404,314
1084,2788,1644
2788,1084,314
1811,407,2283
861,407,1811
2283,407,1351
1351,407,417
407,843,417
407,861,843
2050,1926,650
1926,2050,1180
1926,1808,1406
655,1926,1180
1808,1926,655
2050,1512,1191
2254,1512,854
1512,2254,1191
854,1512,565
12,1801,1763
1801,12,1967
2117,1801,1967
1945,1763,288
1494,1945,288
1945,1366,1763
1366,1945,2808
1945,1494,2808
396,778,288
1684,778,1047
778,1684,2099
2297,778,2099
778,2297,288
2797,350,2796
350,2797,1147
350,1147,465
350,2795,2796
350,465,46
2795,350,46
1515,1886,2150
1003,1886,47
2150,1886,1003
1886,2465,47
1886,1515,2465
1985,167,632
1985,968,167
1985,632,2077
1175,1396,1439
1175,710,1625
1396,1175,1119
1175,414,710
167,1175,1625
1175,167,1119
414,1175,2191
1175,1439,2191
1322,1628,2173
247,1628,1322
1016,1628,247
1628,66,2173
1628,1016,66
247,439,641
439,247,1322
641,439,480
439,142,480
142,439,1322
1369,142,2
822,959,818
142,822,818
1369,822,142
959,822,137
822,1369,137
1618,415,2
415,1369,2
415,583,273
137,415,273
1369,415,137
1207,307,1476
1207,86,307
1687,1018,2284
1641,1687,2284
1018,1687,1086
1687,2372,1086
1687,1641,583
1687,43,2372
43,1687,583
2508,234,2509
234,665,192
2019,234,2508
234,2019,665
1737,307,208
307,1737,1476
1737,1892,1476
1737,2216,1892
2216,1737,1193
300,349,816
349,300,246
1336,1203,1013
1203,1336,2065
1336,86,2065
1432,1336,1013
86,1336,1432
307,1582,208
86,1582,307
1582,86,1331
1582,1856,208
1856,1582,1331
1757,1075,2480
1075,1757,1318
987,502,641
987,872,502
872,987,462
987,641,480
462,987,480
2380,1779,1452
2380,876,1779
2433,2380,1452
2380,2433,876
2784,2785,256
2785,876,256
2785,2155,2786
876,2785,2786
1078,203,2155
2785,1078,2155
1078,2785,2784
203,1078,1835
1078,2783,1835
1078,2784,2783
2433,1960,256
2347,1960,1262
1960,2347,256
1960,738,1262
738,1960,2433
738,2433,1226
1927,15,1874
15,1927,456
456,1927,2420
1927,1296,2420
684,1927,1874
1927,684,1296
2212,1015,265
255,2212,265
1015,2212,1895
2212,255,1895
410,1019,2081
1019,410,1083
1019,1083,2768
1019,2767,2081
2767,1019,2768
755,1293,2081
1293,410,2081
152,1573,1186
1297,1573,152
1573,1297,2760
2533,2532,1186
1573,2533,1186
2533,1573,529
2532,2533,1277
2530,2531,1125
2532,2531,1186
2531,2499,1125
2499,2531,2202
2202,2531,1277
2531,2532,1277
2531,152,1186
2531,2530,152
1359,2537,2764
440,394,2487
394,440,1866
2761,1451,2760
1451,1573,2760
1562,2357,523
1562,523,1040
2180,1562,1040
1562,356,2357
356,1562,2180
356,618,721
446,618,1159
618,446,721
2059,2780,436
2780,1056,436
1056,2780,2059
151,1902,1557
446,151,1370
1902,151,1997
1370,151,125
151,1557,125
151,446,1159
1455,1170,562
2520,1455,562
1455,2520,2519
938,2437,1672
2437,938,143
143,938,1873
938,511,1873
334,1844,2239
334,209,2397
486,334,2397
1844,334,486
334,1566,209
1566,334,2239
1649,1822,185
1822,1649,302
494,2024,1138
2024,494,1064
1870,2024,1064
1160,1255,511
938,1160,511
1160,938,1672
1160,1672,1688
23,1160,1688
751,141,520
1255,141,751
141,1810,520
141,23,1810
141,1160,23
1160,141,1255
220,551,2075
1906,551,906
551,1906,2075
551,220,1547
2520,2521,1308
2521,2522,2305
1308,2521,2305
2522,2521,5
916,780,1976
780,916,2469
1976,780,376
780,2469,376
243,1500,1904
243,2471,1500
2523,166,2305
166,1308,2305
2524,166,2523
1308,1905,1976
1905,919,674
166,1905,1308
1905,166,919
1905,916,1976
916,1905,674
2471,2316,1613
2316,1014,1613
1014,2316,298
2518,2519,931
2265,2518,931
2517,734,2516
2518,2517,2464
2515,734,941
1851,2515,941
734,2515,2516
2515,2244,2516
2515,1851,2514
1285,690,906
690,2513,906
731,1591,2217
1591,1854,2217
1854,1591,646
1591,275,2733
1591,731,275
62,2731,2732
275,62,2732
1499,62,275
1969,62,1499
62,1969,2731
1239,226,2003
226,309,2003
226,1115,1834
1115,226,1239
309,226,230
226,1493,230
1493,226,2098
226,1834,2098
1827,593,1954
1827,198,593
1827,1954,1583
198,1827,1583
127,335,1428
335,127,232
1115,1328,59
1328,1825,2108
59,1328,2139
1328,2108,2139
467,1009,230
1009,467,2378
1224,467,230
467,1224,2378
1402,1388,2378
1224,1402,2378
1402,42,1667
42,1402,1224
1937,874,564
874,1937,2378
1388,874,2378
874,129,564
2478,1060,946
2478,1402,1667
1388,2478,946
1402,2478,1388
533,1794,1
1060,533,1
2478,533,1060
1724,1425,329
1425,1724,2153
533,929,72
929,2478,1667
929,533,2478
1342,2067,2371
2067,2719,2720
2067,1342,2719
1563,1032,2196
1563,205,1032
2199,1563,2196
1974,707,1540
1974,1563,2199
498,1738,297
498,902,1738
498,470,1094
1508,498,1094
1351,498,297
470,498,1351
498,1508,937
498,937,97
902,498,97
261,206,1998
784,261,1998
261,784,2095
206,283,1346
