p1,p2,p3
283,206,424
1346,283,1521
283,2481,1521
283,424,2481
206,1551,424
424,1551,2481
1551,261,1727
261,1551,206
1995,1551,1727
1551,1995,2481
1804,1197,231
1804,231,522
1753,1804,522
1804,2095,1197
1804,1753,2095
516,279,885
977,279,516
279,1010,885
279,977,1347
279,1292,1010
1292,279,1347
1787,113,530
113,1326,530
1326,113,1005
1005,1917,1174
1917,2069,1174
113,1917,1005
1917,113,1787
2662,2836,2026
1755,2836,1741
2835,2834,2026
2836,2835,2026
2835,2836,1755
2658,2375,531
2375,2298,531
2659,2660,1187
2298,2659,1187
2659,2375,2658
2375,2659,2298
1567,744,2827
2825,744,1177
744,1728,1177
13,1349,1217
2175,1567,1762
2184,2175,1762
2175,744,1567
1118,215,1349
1526,1118,1762
215,1118,2482
1118,2318,2482
867,1786,2833
2318,867,2833
730,2832,2831
1786,2832,730
867,2832,1786
2832,867,2318
557,2176,1962
557,1962,526
531,557,526
730,557,531
1832,730,2831
1832,557,730
557,1832,2176
2828,1526,2827
2832,1621,2831
1621,2832,2318
2828,2829,1526
1623,1991,466
1991,1666,466
1666,1991,2071
1991,1623,2110
165,821,1257
1666,165,1257
559,1658,519
559,2849,2850
2849,559,519
1903,299,2411
299,1903,2677
1791,2350,1306
1391,1951,1267
1951,2170,1267
1951,2846,2264
1951,1391,2846
519,1951,2264
1658,1951,519
2170,1951,1658
138,2344,2183
2344,138,277
2183,2344,898
2344,1222,898
1222,2344,277
1784,2673,1676
2673,1784,178
2351,963,970
369,963,2351
970,963,873
963,369,873
1807,369,2351
1807,2394,1622
2394,1807,2351
1807,800,369
210,2476,836
2430,210,836
210,2430,2476
7,745,2300
745,7,898
1222,745,898
745,2667,2300
2673,2672,1153
2672,2671,1153
2672,2673,178
2672,178,1459
2671,2672,1459
2669,2255,1222
2255,745,1222
2667,2255,2668
745,2255,2667
2670,2669,277
2670,277,1153
2671,2670,1153
2362,2201,1200
2255,2201,2668
2201,2255,2669
2201,2667,2668
2201,2362,2667
1116,2115,2110
20,2115,1116
517,1116,310
517,20,1116
249,2853,2854
1215,249,2854
249,1215,1257
2853,249,1257
1471,1818,1215
1215,1818,466
1818,2218,466
1818,1471,2086
1080,1818,2086
1818,1080,852
2218,1818,852
1419,2143,2643
881,1419,2643
858,1419,282
1419,881,282
2633,1413,2632
1413,2020,2632
488,1413,2633
2020,1413,488
2632,1615,2631
1615,2020,2631
2020,1615,2632
1404,1697,2039
1697,1404,521
521,1404,1182
1404,472,1182
472,1404,2039
860,2823,887
2823,619,586
1383,2823,586
1487,2822,860
2822,2823,860
2823,2822,619
2821,1487,1023
2821,859,2820
2821,1023,859
1535,2821,2820
2144,2821,1535
586,2821,2144
619,2821,586
2822,2821,619
2821,2822,1487
1694,1982,1205
1457,1694,1205
2246,1694,2134
1694,2246,1982
1694,1838,2134
1694,1457,1838
2093,202,1535
202,726,671
726,202,2093
360,2131,1093
2131,360,102
1478,831,2049
2056,2414,2445
2414,2056,2006
124,1276,797
1238,124,797
1276,124,2258
124,1238,148
1913,19,1860
19,1913,148
332,1913,1860
1913,332,2258
124,1913,2258
1913,124,148
2093,1158,2273
1158,2289,2273
1158,2365,2289
2818,978,1816
978,2818,2817
978,2365,1816
2365,978,2817
883,751,1958
469,883,1958
2405,1325,612
1599,2405,612
434,2405,991
2405,1599,991
967,434,991
371,967,991
967,122,434
1091,2032,2650
2032,476,2650
2032,953,476
1691,2032,1091
953,2032,1691
336,359,2125
620,359,336
29,336,2438
29,620,336
620,29,473
1035,1848,790
1848,1035,2228
2228,1035,1600
1035,790,464
1035,464,1135
1600,1035,1135
2805,1494,716
1494,2805,2806
2806,2805,257
2805,1129,257
1365,2803,716
2803,1365,1781
1570,2270,2222
2222,2270,37
2270,2122,37
2270,1839,2122
355,1108,1722
1129,1108,257
1108,2807,257
2807,1108,355
2429,616,1823
937,616,541
1823,616,937
1848,291,790
291,1848,1760
879,1173,285
879,80,1934
80,879,285
532,1775,1934
1775,879,1934
879,1775,1173
2048,1775,532
1775,2016,1820
1173,1775,1820
1775,352,2016
352,1775,2048
1880,1173,611
1173,1880,712
1880,611,1477
712,1880,1477
990,671,1624
806,990,1624
990,202,671
202,990,806
386,2144,1535
386,806,2144
202,386,1535
386,202,806
2088,2250,911
2250,1383,911
337,2826,2088
2826,337,2827
744,2826,2827
2826,744,2825
2824,1177,887
2824,2825,1177
2823,2824,887
2824,2823,1383
2250,2824,1383
1305,788,2113
788,2243,2113
2243,788,1741
1236,1305,2113
1305,1236,2403
1236,2113,115
2403,1236,115
215,768,1959
768,215,2482
1217,1525,1675
43,145,21
145,74,21
74,145,1892
1930,1464,116
1930,116,21
74,1930,21
1930,74,1899
1464,1930,1899
1163,2484,1696
2186,1163,1696
1415,1163,772
772,1163,1877
1163,2186,1877
1696,259,254
2484,259,1696
986,747,1814
747,986,1415
986,259,2484
986,1163,1415
1163,986,2484
747,99,1814
99,986,1814
986,99,259
99,1390,254
259,99,254
1390,2029,2069
2029,99,747
99,2029,1390
1026,1112,525
1112,1026,747
186,1112,2337
24,1639,1126
1639,1061,1740
1126,1639,1740
2501,1361,952
1361,2094,952
1361,2699,2094
639,846,392
237,639,392
2142,2490,1768
677,846,36
34,1505,144
1505,34,1100
34,2695,1100
2695,34,2694
34,110,2694
1831,186,2337
186,1831,144
518,2001,2311
518,2311,2691
110,518,2691
2001,1069,2311
1069,262,1380
262,1069,1074
110,2693,2694
2693,2154,497
2382,2692,2691
2154,2692,2382
2692,110,2691
2692,2693,110
2693,2692,2154
676,1360,1429
943,1360,676
2901,1360,1171
1360,2901,1429
1360,943,351
1360,1730,1171
1360,351,1730
943,1986,351
1938,1986,1569
2388,1986,1938
333,1986,2348
1986,2388,2348
140,191,1433
191,1700,1433
1700,191,458
893,1028,2262
1028,1730,2262
1028,217,1730
1950,1849,535
1950,2164,1849
1542,1950,535
719,1510,1849
2164,719,1849
1510,719,1751
871,1938,2280
871,2388,1938
974,871,2280
2388,871,974
60,1555,2493
1598,1555,60
1555,1598,2416
1555,1511,2493
1912,2416,2340
2346,1912,2340
1912,1555,2416
1912,2346,1511
1555,1912,1511
176,1800,2897
176,2083,1800
787,2898,2899
2898,176,2897
485,2892,2893
2892,485,2891
378,817,2161
378,2161,1225
150,378,1225
232,378,150
1216,204,252
1317,362,475
362,1309,475
1309,362,2457
2148,1265,1484
1265,2148,382
2211,601,1990
2124,509,897
1216,2124,897
2124,1216,2457
362,2124,2457
2124,362,1317
2124,1317,801
509,2124,801
791,2185,2447
2185,791,1858
817,2185,829
2185,1858,829
2215,1893,2161
1893,2215,87
2161,1893,1225
1893,87,1225
640,962,311
962,640,2256
1356,640,311
2881,1919,2880
1919,2881,1169
1042,1919,851
1919,1169,851
1646,1042,662
1646,2878,2879
2878,1646,662
1646,1919,1042
1646,2879,2880
1919,1646,2880
1690,421,2874
1690,1037,421
2881,2882,1169
1392,2102,615
2102,1392,1012
1805,1900,1717
921,1805,1717
1805,1813,1900
1805,921,1813
921,609,1813
609,1472,1813
585,921,2407
1701,585,2407
1309,411,475
411,1309,1774
1037,1208,421
1208,1291,421
1208,1754,1291
1754,1208,1766
1045,1766,662
2342,1393,130
2342,130,1449
766,1348,1971
1348,766,119
2206,2240,2007
549,2206,2007
2240,2206,328
2206,2040,328
2040,2206,194
2206,549,194
766,724,119
724,791,119
724,766,1430
791,724,1430
1243,119,2447
1243,847,119
753,497,1536
753,2444,497
753,1536,2047
2444,753,2197
9,2307,2370
241,696,153
241,1585,696
241,153,1449
2234,964,1449
1348,2234,1971
2234,1348,964
2303,292,1888
292,251,1888
251,2683,2682
2682,2683,1090
2251,2303,1523
2251,292,2303
292,2251,251
2679,2680,2168
2680,2681,2168
2681,2680,2474
2680,2679,668
2474,2680,668
2681,1605,2168
1605,2182,2168
1605,2681,2682
1605,998,2182
998,1605,312
312,1605,1090
1605,2682,1090
2272,1898,527
1898,1572,527
2387,756,694
756,2387,2303
175,553,2249
577,175,2249
553,175,295
175,1116,295
1116,175,310
175,577,310
635,377,1717
1733,635,1717
357,635,1733
635,357,10
2079,635,10
635,2079,377
2304,1372,207
1472,1821,1900
1372,1821,1472
1821,1372,2304
17,527,1765
2688,17,1765
2266,2687,2688
2686,2687,2253
2687,17,2688
2266,999,1380
999,1069,1380
1069,999,2311
2869,104,2868
895,2869,2870
104,2869,895
617,104,1374
104,617,2867
2867,617,2866
2866,617,1374
451,928,638
1411,553,1692
2107,1411,1692
553,1411,2249
895,35,1864
35,2112,1864
2112,35,2470
276,35,1394
2470,35,276
1049,2392,117
2392,1049,2112
2112,1049,1864
2203,2304,683
2503,2229,2504
1320,2503,2504
2503,1320,1071
2229,2503,1465
2508,2293,2507
1122,2293,2508
2506,2293,1872
2293,2506,2507
2293,84,1872
2293,1122,84
162,1458,1473
1458,1122,2508
1458,2508,2509
1473,1458,2509
1681,1339,319
1339,1465,319
2505,2506,1872
2505,1054,2506
84,2505,1872
1054,2505,2504
2505,1320,2504
2505,84,2376
1320,2505,2376
1193,2060,192
1301,2060,2511
2060,1737,208
1737,2060,1193
1189,2058,2274
2058,2398,2274
2058,1189,2008
2398,1944,1044
1944,2489,1182
1044,1944,1182
1710,1697,2367
1710,1952,149
1237,1710,149
1079,608,2129
1952,1079,2129
608,1079,2367
1079,1710,2367
1710,1079,1952
608,1199,2129
1199,323,2129
1199,608,1057
1199,1057,892
1379,1199,892
323,1199,1379
2472,733,574
2129,2472,574
323,2472,2129
2472,969,733
723,927,2624
927,723,2268
723,2624,2625
2268,723,1495
380,723,2625
723,380,1495
1107,599,330
2188,423,1862
423,2188,1228
2111,2188,1575
1564,2188,1862
1575,2188,1564
1544,433,1612
1438,1544,1612
761,2314,1248
1819,2123,479
479,2123,296
2123,1773,296
1773,2123,2368
82,1836,913
2446,38,338
2308,1491,1750
2308,1120,1195
1711,2308,1750
2308,1711,1120
11,2395,1195
2395,2308,1195
2308,2395,1491
1491,2395,82
2395,1836,82
453,1819,2467
634,453,2467
1290,93,770
1290,590,93
1290,770,212
590,1703,1995
1703,554,1534
554,1703,1889
691,1529,1534
1529,691,1803
229,995,1188
995,1734,1188
947,1134,1143
1134,947,54
1134,960,1143
1134,54,960
1043,1711,634
1711,1043,2109
707,1043,634
2109,1043,1165
1043,707,1165
404,983,1565
1084,983,404
1565,983,1644
983,1084,1644
2225,972,650
1926,2225,650
972,2225,1406
2225,1926,1406
2455,2050,650
2455,1512,2050
2455,650,565
1512,2455,565
2051,396,1763
778,2247,1047
2247,778,396
2051,2247,396
1946,1985,2077
1985,1946,968
1946,2077,2091
1655,1946,2091
1946,1655,681
968,1946,681
289,1735,816
1735,300,816
2322,289,600
300,2322,246
2322,1735,289
1735,2322,300
246,2322,1408
1031,2322,600
2322,1031,1408
2494,1757,2464
2517,2494,2464
2494,1332,1318
1757,2494,1318
1332,2494,2516
2494,2517,2516
1123,1910,1226
1910,738,1226
1910,1123,1557
738,1910,1262
1910,1902,1262
1902,1910,1557
2542,2543,2442
410,2542,2442
1293,2542,410
2540,755,385
2539,2540,385
1359,2763,2537
2195,394,1866
394,2195,2237
2195,1866,1277
394,1758,2487
2535,2761,2762
2535,1451,2761
2535,394,2237
2535,1758,394
1573,2534,529
1451,2534,1573
2535,2534,1451
2036,356,2180
2036,618,356
2036,2180,2779
1056,2036,2779
618,2036,1159
2036,2059,1997
2036,1056,2059
2036,151,1159
151,2036,1997
1757,1183,2464
1183,1455,2519
1183,1757,2480
1183,2518,2464
2518,1183,2519
1455,1183,1170
1183,610,656
610,1183,2480
1183,656,5
1170,1183,5
1822,195,185
563,195,491
195,2239,185
195,563,2239
1865,1468,1138
1865,302,742
1468,1865,742
1705,399,1547
399,551,1547
399,1705,2068
162,399,2068
399,162,1285
399,1285,906
551,399,906
942,2520,1170
942,2521,2520
942,1170,5
2521,942,5
33,25,674
25,33,1344
33,663,1344
663,33,1904
33,243,1904
841,2524,2525
841,166,2524
2526,841,2525
166,841,919
841,2316,919
841,2526,298
2316,841,298
919,483,674
2316,483,919
483,33,674
33,483,243
243,483,2471
483,2316,2471
2517,1996,734
734,1996,941
1996,2518,2265
1996,2517,2518
941,1996,1253
1996,2265,1253
2515,245,2244
245,2515,2514
2244,245,208
245,2514,208
2734,1591,2733
2326,2729,2730
2731,2326,2730
1969,2326,2731
2326,1560,2352
2326,1969,1560
2326,2728,2729
2728,2326,2352
746,1334,564
2486,1356,2063
489,2486,2063
1009,409,309
409,1009,1937
409,1937,564
1334,409,564
304,949,545
2126,304,545
1607,1281,328
304,1281,136
304,837,949
837,304,136
837,1281,1607
1281,837,136
198,702,593
1989,962,1984
847,1989,1984
1243,1989,847
1328,1295,1825
1295,1328,1115
1295,1115,732
543,1295,732
1295,543,1825
2043,1388,946
2043,874,1388
874,2043,129
2043,946,1
607,2043,1
2043,607,129
1059,1943,1884
1943,1059,329
1425,1943,329
1794,661,2153
661,1425,2153
533,661,1794
661,533,72
42,236,1667
236,929,1667
236,42,2371
929,236,2371
1817,929,2371
2067,1817,2371
1563,1145,205
1145,1540,2467
205,1145,2467
1145,1974,1540
1974,1145,1563
707,808,1165
1974,808,707
808,1974,2199
1743,2338,1727
261,1743,1727
1743,1753,2338
1753,1743,2095
1743,261,2095
2069,419,254
1917,419,2069
419,645,254
419,1787,645
419,1917,1787
2663,2836,2662
2663,2837,1741
2836,2663,1741
925,2835,1755
2835,925,2834
2834,925,2833
925,768,2482
2318,925,2482
925,2318,2833
703,2184,1762
703,1619,2184
1118,703,1762
13,703,1349
703,1118,1349
2401,1981,1619
2030,2175,2184
1118,397,2318
397,1118,1526
397,1621,2318
2829,397,1526
1104,2828,2827
337,1104,2827
2829,1104,513
1104,2829,2828
513,1104,2331
1104,337,2331
2374,2829,513
2374,513,692
2374,1832,2831
2176,2374,692
1832,2374,2176
429,1991,2110
1713,165,1666
1713,2851,821
165,1713,821
2851,1713,2850
1713,559,2850
1658,2114,1915
559,2114,1658
2114,2071,1915
1172,2674,1645
1343,2271,1626
1784,748,178
748,1784,2319
178,748,2402
748,2319,2402
1784,1137,2319
2287,1137,1622
2319,1137,2287
1137,1784,1676
2439,1137,1676
1137,1807,1622
1807,1137,800
868,2671,1459
868,2670,2671
868,1459,2402
1200,868,2402
517,2147,20
1269,1419,858
1419,1269,2143
1269,858,2064
2143,1269,2064
826,2131,102
344,826,102
44,826,344
1881,826,44
2131,826,1881
1298,1478,2049
1871,1298,2049
1298,1871,1093
2131,1298,1093
1298,2131,1881
1456,2396,602
831,1456,602
1478,1456,831
1732,1456,1478
1503,332,1860
332,1503,2052
2396,1503,1860
1456,1503,2396
492,862,2258
332,492,2258
492,2052,862
492,332,2052
2365,1250,1816
1158,1250,2365
1250,1158,2093
1250,2093,2820
2819,1250,2820
1250,2819,1816
751,596,1632
883,596,751
122,2015,434
2015,667,434
2015,122,1347
977,2015,1347
2015,977,503
158,2405,434
667,158,434
158,667,469
2405,158,1325
1325,158,1601
158,469,1601
667,416,469
416,2015,503
2015,416,667
967,2224,122
2224,967,371
122,2224,587
2224,371,587
1853,1400,2125
359,1853,2125
2332,2452,1956
1002,2452,2332
2452,216,1956
2805,1470,1129
2802,2803,1781
88,2802,1781
2801,2802,88
1925,1570,2009
1925,2270,1570
1925,2009,627
1839,1925,627
2270,1925,1839
1333,616,2429
1883,1333,1897
1333,1883,541
616,1333,541
1333,2390,1897
1333,2429,2390
291,1245,790
1245,2802,2801
1245,2332,790
1245,1002,2332
1245,2801,216
2452,1245,216
1245,2452,1002
2826,1894,2088
1894,2826,2825
2824,1894,2825
1894,2250,2088
1894,2824,2250
768,201,81
2403,201,347
81,201,2403
201,925,347
925,201,768
768,1539,1959
1539,768,81
1539,1217,1959
1539,1525,1217
1809,2430,1675
2430,1809,2456
1809,81,2456
145,1231,1892
1892,1231,1476
1231,1207,1476
1026,729,747
729,2029,747
729,2379,1174
729,1026,2379
1260,186,525
1112,1260,525
1260,1112,186
1497,2435,2501
1061,648,1071
1639,648,1061
2502,2501,952
2502,1497,2501
1465,2502,952
2503,2502,1465
2502,2503,1497
1178,383,846
639,1178,846
1178,569,383
1178,639,237
1178,237,1101
569,1178,1101
2698,536,1610
2698,2490,2697
536,2698,2699
2490,2696,2697
2696,677,2697
2696,2142,2695
2696,2490,2142
2696,2695,846
677,2696,846
1489,677,36
677,1489,2697
1310,34,144
1831,1310,144
381,1831,2337
381,1415,2412
381,747,1415
1112,381,2337
381,1112,747
1931,497,2694
2693,1931,2694
1931,2693,497
1986,317,351
317,1986,333
351,317,1730
317,1700,1730
317,333,940
1700,317,940
26,943,1550
26,1986,943
1569,26,1550
1986,26,1569
1028,1263,217
1263,1028,893
217,1263,2162
1263,893,2162
1312,719,2164
1312,140,1751
719,1312,1751
191,1312,458
1312,191,140
1312,1542,458
1312,1950,1542
1950,1312,2164
2687,2301,2253
2301,2266,1380
2301,2687,2266
2210,262,413
262,2210,1380
1978,2210,413
727,2269,1090
727,269,2269
2683,727,1090
727,2683,2684
2685,727,2684
269,727,2685
2083,560,787
560,2898,787
176,560,2083
2898,560,176
766,1022,1430
1022,766,1971
252,2105,227
1502,509,1589
1502,1858,1604
1858,1502,1589
1373,2370,207
1372,1373,207
1373,1472,303
1373,1372,1472
2073,1098,303
1098,1373,303
1373,1098,1788
2105,775,1788
2888,1668,2887
1668,2888,1484
1668,179,2887
1712,2211,1990
573,1712,1990
1712,573,851
1169,1712,851
2328,1712,1169
1211,382,801
601,1211,801
2211,1211,601
2878,1942,2877
1942,2878,662
2875,2876,1037
1690,2875,1037
2875,1690,2874
1490,2882,2883
2882,1490,1169
1490,2328,1169
2413,1754,615
2102,2413,615
1576,1012,430
1576,2102,1012
1576,2413,2102
1754,1576,430
2413,1576,1754
609,1949,1472
1367,609,921
585,1367,921
1949,1367,2061
1367,1949,609
1367,1701,2061
1367,585,1701
2073,1363,1774
1363,411,1774
1766,455,662
1208,455,1766
455,1942,662
2876,455,1037
455,1208,1037
1354,1045,662
1042,1354,662
652,1990,1517
828,1789,316
573,828,851
828,573,1990
652,828,1990
828,652,1789
253,1363,2061
1363,253,411
253,1767,475
411,253,475
445,2342,964
2342,445,1393
964,568,1449
568,2342,1449
2342,568,964
9,1096,2197
1096,2444,2197
365,507,1449
507,241,1449
1585,507,365
241,507,1585
2234,584,1971
1648,775,958
1022,1648,958
1648,1022,1971
584,1648,1971
539,595,153
595,539,1435
2234,595,1435
153,595,1449
595,2234,1449
539,1092,1435
1167,696,1101
696,1167,153
1167,539,153
2683,796,2684
796,2683,251
2251,796,251
796,2251,1523
796,2685,2684
899,1898,1745
1898,899,1572
76,899,1745
1898,1850,1745
1850,1898,2272
1850,2272,1523
76,2364,694
2364,2387,694
2364,76,1745
1850,2364,1745
2364,1850,2387
2422,1821,2304
1821,2422,1900
2422,1733,1900
1733,2422,1586
999,1483,2311
1483,999,2266
820,928,2208
2863,820,2208
57,820,2863
625,915,2208
928,625,2208
915,625,1368
1368,625,1270
625,928,451
625,1671,1270
625,451,1671
638,1719,117
928,1719,638
820,1719,928
172,1677,2249
1411,172,2249
172,1761,1677
1761,172,132
172,2107,132
172,1411,2107
443,430,1394
430,443,528
443,895,528
443,35,895
1184,2286,683
2286,2203,683
2286,1184,1729
899,2286,1572
2286,899,2203
2422,147,1586
147,2422,2304
147,499,1586
147,76,499
384,1458,1474
1458,384,1122
2031,384,1474
384,2031,1829
1122,384,1829
1447,162,2068
1447,1458,162
2280,1447,2068
1447,2280,2172
1474,1447,2172
1458,1447,1474
1054,1887,1681
1887,1339,1681
1887,1054,2504
2510,1301,2511
234,1289,2509
1289,234,192
2060,1289,192
1289,2060,1301
2511,2512,1285
2060,2512,2511
2512,690,1285
690,2512,2513
2513,2512,208
2512,2060,208
364,2008,917
364,2058,2008
1545,364,917
364,1545,2489
1944,364,2489
2058,364,2398
364,1944,2398
1710,474,1697
474,1710,1237
1697,474,2020
2020,474,2631
474,1237,2631
754,323,1780
754,2472,323
2472,754,969
754,1780,352
969,754,352
2207,1107,330
1107,2207,927
927,2207,2623
2207,2622,2623
2207,330,2622
1107,643,599
809,643,1077
599,643,809
571,927,2268
571,1107,927
1107,571,969
571,2268,1495
969,571,733
571,1495,954
733,571,954
1212,2188,2111
1212,38,2446
1212,2446,1228
2188,1212,1228
1544,135,433
135,1544,1438
135,2111,433
2005,82,913
398,64,761
64,2314,761
64,2005,2314
64,398,2368
2395,769,1836
769,2395,11
769,11,338
38,769,338
1861,1491,82
2005,1861,82
1861,2005,453
1491,1861,634
1861,453,634
3,1290,212
3,212,14
1889,3,14
1290,3,590
1703,3,1889
3,1703,590
1529,1261,1534
1261,1529,1803
1261,1703,1534
1703,1261,1995
1801,496,1763
496,2051,1763
496,1801,2117
2220,415,1618
1792,2220,1618
327,1792,1618
327,1618,2065
86,327,2065
1207,327,86
705,43,583
2541,1293,755
2540,2541,755
2541,2542,1293
1758,890,2487
890,1758,1359
890,1359,2764
2487,890,2765
890,2764,2765
1847,2536,2762
2536,2535,2762
2763,2536,1847
2536,2763,1359
1758,2536,1359
2535,2536,1758
1302,2533,529
2534,1302,529
2533,1302,1277
1302,2535,2237
1302,2534,2535
1302,2195,1277
2195,1302,2237
49,1870,491
195,49,491
49,1822,1870
49,195,1822
1822,1194,1870
1194,2024,1870
1194,1822,302
1865,1194,302
2017,2734,2735
2734,2017,1591
2017,2735,646
1591,2017,646
1426,1878,2352
1878,2728,2352
2728,1878,2727
1878,1426,901
2727,1878,2726
1878,901,2726
949,2410,1150
837,2410,949
912,1334,489
912,409,1334
409,912,309
912,2063,309
912,489,2063
1227,2126,328
1281,1227,328
1227,304,2126
1227,1281,304
260,702,198
260,198,1583
593,698,1428
702,698,593
698,127,1428
698,702,127
561,1243,2447
561,1989,1243
2185,561,2447
561,2185,817
127,561,232
561,378,232
378,561,817
1989,2406,962
267,2406,1583
962,2406,267
2406,260,1583
2406,561,127
561,2406,1989
2721,878,2720
878,2067,2720
878,2721,1884
1943,878,1884
576,1943,1425
661,576,1425
576,661,72
576,878,1943
389,1817,2067
878,389,2067
929,389,72
1817,389,929
389,576,72
576,389,878
2420,1514,1094
1259,1514,2420
1514,1259,1165
808,1514,1165
925,1513,347
1513,1305,347
1513,1755,1741
1513,925,1755
788,1513,1741
1513,788,1305
626,2257,1992
2257,626,13
2257,13,1217
2257,2340,1992
2257,1377,2340
2025,2257,1217
1377,2257,2025
2419,1011,1085
626,45,13
45,703,13
6,2419,2010
6,2401,2419
360,6,2010
6,1093,552
6,360,1093
1981,6,552
2401,6,1981
2030,875,2175
187,2458,552
2030,2458,187
2458,2030,2184
2374,2830,2829
2830,397,2829
2115,402,2110
402,429,2110
402,1791,1306
402,2147,1791
402,2115,20
2147,402,20
993,2350,155
2350,993,1306
1778,1713,1666
1713,1778,559
1778,1666,2071
2114,1778,2071
1778,2114,559
1172,1901,299
1901,2350,2411
299,1901,2411
2350,1901,1645
1901,1172,1645
2271,2676,2677
1343,2676,2271
2675,1172,299
1172,2675,2674
2675,1343,1626
2675,1626,1676
2674,2675,1676
1137,1124,800
1124,1137,2439
558,1124,1924
1124,558,800
1924,1124,1480
1480,1124,478
1124,2439,478
1948,868,1200
2201,1948,1200
1948,2201,2669
2670,1948,2669
868,1948,2670
795,2147,517
795,517,310
2066,795,1233
2087,795,310
795,2087,1233
2052,438,2445
1503,438,2052
1732,438,1456
438,1503,1456
2171,1732,1994
2171,1994,909
1298,1462,1478
1462,1732,1478
1828,1298,1881
1828,1881,44
1828,1462,1298
1462,1828,1732
1828,44,1994
1732,1828,1994
1723,904,1632
596,1723,1632
1723,596,883
2400,1853,359
2400,620,473
2400,359,620
2804,2805,716
2804,1470,2805
2803,2804,716
1470,2804,2803
1470,1859,1129
1859,1108,1129
1108,1859,907
291,1679,1543
1679,743,1543
1679,291,1760
2116,324,1185
2116,2400,473
2400,2116,1185
1403,461,1543
461,1108,907
743,547,1543
547,1403,1543
29,305,473
305,2329,473
1245,1052,2802
1052,291,1543
1052,1245,291
1809,832,81
832,1539,81
1539,832,1525
1525,832,1675
832,1809,1675
1156,145,43
1156,1231,145
1936,729,1174
729,1936,2029
2069,1936,1174
2029,1936,2069
2500,2435,1610
2699,2500,1610
1361,2500,2699
2500,1361,2501
2435,2500,2501
2490,1882,1768
1882,2435,1639
2435,1882,1610
1882,24,1768
1882,1639,24
1882,2698,1610
2698,1882,2490
648,1039,1071
1039,648,1639
1039,2503,1071
2503,1039,1497
2435,1039,1639
1039,2435,1497
1041,2698,2697
1489,1041,2697
2698,1041,2699
2094,798,36
798,1489,36
798,1041,1489
2699,798,2094
1041,798,2699
1310,2238,34
518,2238,2001
2238,1310,1831
34,2238,110
2238,518,110
1955,2343,2412
2343,381,2412
381,2343,1069
1074,2343,1955
1069,2343,1074
2301,390,2253
390,2685,2253
390,269,2685
1656,1604,1430
1022,1656,1430
1656,1022,204
1022,1699,204
204,1699,252
1699,2105,252
1699,1022,958
775,1699,958
1699,775,2105
757,1502,1604
1656,757,1604
757,1656,204
509,2198,897
1502,2198,509
757,2198,1502
2198,757,204
2198,1216,897
2198,204,1216
2310,2105,1788
1098,2310,1788
2310,1098,2073
2310,2073,1774
2310,1774,227
2105,2310,227
775,2181,1788
2181,1373,1788
1373,2181,2370
1965,1265,382
1965,179,1265
179,2886,2887
179,848,1265
848,179,1668
1265,848,1484
848,1668,1484
685,1712,2328
1712,685,2211
685,1211,2211
844,2876,2877
1942,844,2877
844,455,2876
455,844,1942
1472,157,303
1949,157,1472
157,2073,303
157,1949,2061
1363,157,2061
157,1363,2073
1045,1421,316
1354,1421,1045
1421,1354,1042
1421,1042,851
828,1421,851
1421,828,316
636,1701,615
401,1045,316
401,1909,1045
652,1718,1789
1718,253,2061
1362,847,1984
847,1362,119
1362,1348,119
1362,225,1348
2256,1437,1984
1437,1362,1984
1362,1437,225
640,1437,2256
1437,640,1356
1282,1096,614
1096,1282,2444
9,1066,2307
1066,240,2307
1066,9,2197
753,1066,2197
240,1066,753
1030,753,2047
1030,240,753
2307,1030,1729
240,1030,2307
1481,2234,1435
1481,584,2234
1481,1648,584
1092,1481,1435
1648,1481,1964
1481,1092,1964
237,214,1101
214,1167,1101
1341,796,1523
796,1341,2685
2685,1341,2686
527,1341,1523
17,1341,527
1341,2687,2686
2687,1341,17
642,899,76
899,642,2203
147,642,76
2203,642,2304
642,147,2304
2498,1850,1523
2303,2498,1523
2690,1620,2691
2311,2690,2691
1483,2690,2311
160,1049,117
1719,160,117
1049,160,1864
160,242,1864
160,57,242
160,820,57
160,1719,820
35,1128,1394
1128,443,1394
443,1128,35
308,2286,1729
2286,308,1572
1030,308,1729
1572,308,2047
308,1030,2047
657,1887,2504
1887,657,1339
2229,657,2504
657,2229,1465
1339,657,1465
1089,1473,2509
1089,2511,1473
1089,2510,2511
2510,1968,1301
1968,1289,1301
1289,1968,2509
1968,1089,2509
1089,1968,2510
803,1107,969
803,643,1107
803,969,1378
1077,803,1378
643,803,1077
1299,1212,913
1212,1299,38
769,1299,1836
1299,769,38
1879,135,1438
1879,1438,1248
2314,1879,1248
135,1879,2111
1212,1879,913
1879,1212,2111
1879,2005,913
2005,1879,2314
2123,2177,2368
2177,64,2368
2177,2123,1819
64,2177,2005
453,2177,1819
2005,2177,453
651,995,229
651,229,1995
1261,651,1995
651,1261,1803
51,651,1803
1734,651,51
995,651,1734
496,1395,2051
1395,2117,538
1395,496,2117
490,1395,538
1047,1395,490
2247,1395,1047
1395,2247,2051
2057,705,583
415,2057,583
2220,2057,415
2057,2220,1792
705,2057,1792
1194,1168,2024
2024,1168,1138
1168,1865,1138
1073,746,1150
1073,1334,746
1334,1073,489
1073,2486,489
2486,2424,1356
1657,2410,837
1657,445,695
2424,1657,695
445,1657,1393
1393,1657,1607
1657,837,1607
